"Batting_Team","Striker","Season","Runs","Dismissed","Balls","Bowling_Team","Stadium","Average","Strike_Rate"
"Rajasthan Royals","Swapnil Asnodkar",2009,98,8,93,"All","All",12.25,105.376344086022
"Rajasthan Royals","Swapnil Asnodkar",2010,5,1,4,"All","All",5,125
"Rajasthan Royals","Swapnil Asnodkar",2011,9,1,9,"All","All",9,100
"Rajasthan Royals","Tabraiz Shamsi",2021,2,0,4,"All","All",Inf,50
"Rajasthan Royals","Taruwar Kohli",2008,10,2,15,"All","All",5,66.6666666666667
"Rajasthan Royals","Tim Southee",2014,4,1,4,"All","All",4,100
"Rajasthan Royals","Tim Southee",2015,13,1,9,"All","All",13,144.444444444444
"Rajasthan Royals","Tom Curran",2020,83,1,62,"All","All",83,133.870967741935
"Rajasthan Royals","Trent Boult",2022,40,2,29,"All","All",20,137.931034482759
"Rajasthan Royals","Tyron Henderson",2009,11,2,16,"All","All",5.5,68.75
"Rajasthan Royals","Unmukt Chand",2014,2,1,9,"All","All",2,22.2222222222222
"Rajasthan Royals","Varun Aaron",2019,3,0,7,"All","All",Inf,42.8571428571429
"Rajasthan Royals","Varun Aaron",2020,1,1,10,"All","All",1,10
"Rajasthan Royals","Vikramjeet Malik",2014,1,0,2,"All","All",Inf,50
"Rajasthan Royals","Yashasvi Jaiswal",2020,40,3,44,"All","All",13.3333333333333,90.9090909090909
"Rajasthan Royals","Yashasvi Jaiswal",2021,249,10,168,"All","All",24.9,148.214285714286
"Rajasthan Royals","Yashasvi Jaiswal",2022,258,10,194,"All","All",25.8,132.989690721649
"Rajasthan Royals","Younis Khan",2008,3,1,7,"All","All",3,42.8571428571429
"Rajasthan Royals","Yusuf Pathan",2008,435,14,243,"All","All",31.0714285714286,179.012345679012
"Rajasthan Royals","Yusuf Pathan",2009,243,12,182,"All","All",20.25,133.516483516484
"Rajasthan Royals","Yusuf Pathan",2010,333,12,201,"All","All",27.75,165.671641791045
"Rajasthan Royals","Yuzvendra Chahal",2022,5,1,8,"All","All",5,62.5
"Rising Pune Supergiants","Adam Zampa",2016,0,1,1,"All","All",0,0
"Rising Pune Supergiants","Adam Zampa",2017,5,1,7,"All","All",5,71.4285714285714
"Rising Pune Supergiants","Ajinkya Rahane",2016,480,11,379,"All","All",43.6363636363636,126.64907651715
"Rising Pune Supergiants","Ajinkya Rahane",2017,382,15,323,"All","All",25.4666666666667,118.266253869969
"Rising Pune Supergiants","Albie Morkel",2016,16,1,9,"All","All",16,177.777777777778
"Rising Pune Supergiants","Ankit Sharma",2016,3,0,3,"All","All",Inf,100
"Rising Pune Supergiants","Ankit Sharma",2017,25,1,15,"All","All",25,166.666666666667
"Rising Pune Supergiants","Ashok Dinda",2017,7,1,7,"All","All",7,100
"Rising Pune Supergiants","Ben Stokes",2017,316,10,221,"All","All",31.6,142.986425339367
"Rising Pune Supergiants","Dan Christian",2017,79,5,49,"All","All",15.8,161.224489795918
"Rising Pune Supergiants","Deepak Chahar",2017,14,1,6,"All","All",14,233.333333333333
"Rising Pune Supergiants","Faf du Plessis",2016,206,6,162,"All","All",34.3333333333333,127.160493827161
"Rising Pune Supergiants","Faf du Plessis",2017,8,1,7,"All","All",8,114.285714285714
"Rising Pune Supergiants","George Bailey",2016,84,4,98,"All","All",21,85.7142857142857
"Rising Pune Supergiants","Imran Tahir",2017,0,0,2,"All","All",NA,0
"Rising Pune Supergiants","Irfan Pathan",2016,11,3,13,"All","All",3.66666666666667,84.6153846153846
"Rising Pune Supergiants","Jaydev Unadkat",2017,2,0,5,"All","All",Inf,40
"Rising Pune Supergiants","Kevin Pietersen",2016,73,2,61,"All","All",36.5,119.672131147541
"Rising Pune Supergiants","Lockie Ferguson",2017,1,0,1,"All","All",Inf,100
"Rising Pune Supergiants","MS Dhoni",2016,284,7,210,"All","All",40.5714285714286,135.238095238095
"Rising Pune Supergiants","MS Dhoni",2017,290,11,250,"All","All",26.3636363636364,116
"Rising Pune Supergiants","Manoj Tiwary",2017,324,10,236,"All","All",32.4,137.28813559322
"Rising Pune Supergiants","Mayank Agarwal",2017,26,3,27,"All","All",8.66666666666667,96.2962962962963
"Rising Pune Supergiants","Mitchell Marsh",2016,7,1,11,"All","All",7,63.6363636363636
"Rising Pune Supergiants","Murugan Ashwin",2016,0,1,1,"All","All",0,0
"Rising Pune Supergiants","Peter Handscomb",2016,6,1,12,"All","All",6,50
"Rising Pune Supergiants","Rahul Chahar",2017,3,0,2,"All","All",Inf,150
"Rising Pune Supergiants","Rahul Tripathi",2017,391,14,267,"All","All",27.9285714285714,146.441947565543
"Rising Pune Supergiants","Rajat Bhatia",2016,34,1,20,"All","All",34,170
"Rising Pune Supergiants","Rajat Bhatia",2017,16,1,17,"All","All",16,94.1176470588235
"Rising Pune Supergiants","Ravichandran Ashwin",2016,41,2,38,"All","All",20.5,107.894736842105
"Rising Pune Supergiants","Saurabh Tiwary",2016,170,7,141,"All","All",24.2857142857143,120.567375886525
"Rising Pune Supergiants","Shardul Thakur",2017,0,3,3,"All","All",0,0
"Rising Pune Supergiants","Steven Smith",2016,270,6,176,"All","All",45,153.409090909091
"Rising Pune Supergiants","Steven Smith",2017,472,12,387,"All","All",39.3333333333333,121.963824289406
"Rising Pune Supergiants","Thisara Perera",2016,150,7,93,"All","All",21.4285714285714,161.290322580645
"Rising Pune Supergiants","Usman Khawaja",2016,127,6,100,"All","All",21.1666666666667,127
"Rising Pune Supergiants","Washington Sundar",2017,9,1,12,"All","All",9,75
"Royal Challengers Bangalore","AB de Villiers",2011,312,9,243,"All","All",34.6666666666667,128.395061728395
"Royal Challengers Bangalore","AB de Villiers",2012,319,8,198,"All","All",39.875,161.111111111111
"Royal Challengers Bangalore","AB de Villiers",2013,360,10,219,"All","All",36,164.383561643836
"Royal Challengers Bangalore","AB de Villiers",2014,395,11,249,"All","All",35.9090909090909,158.63453815261
"Royal Challengers Bangalore","AB de Villiers",2015,513,11,293,"All","All",46.6363636363636,175.085324232082
"Royal Challengers Bangalore","AB de Villiers",2016,687,13,407,"All","All",52.8461538461538,168.796068796069
"Royal Challengers Bangalore","AB de Villiers",2017,216,8,163,"All","All",27,132.515337423313
"Royal Challengers Bangalore","AB de Villiers",2018,480,9,275,"All","All",53.3333333333333,174.545454545455
"Royal Challengers Bangalore","AB de Villiers",2019,442,10,287,"All","All",44.2,154.006968641115
"Royal Challengers Bangalore","AB de Villiers",2020,454,10,286,"All","All",45.4,158.741258741259
"Royal Challengers Bangalore","AB de Villiers",2021,313,10,211,"All","All",31.3,148.341232227488
"Royal Challengers Bangalore","Aaron Finch",2020,268,12,241,"All","All",22.3333333333333,111.203319502075
"Royal Challengers Bangalore","Abdur Razzak",2008,0,0,2,"All","All",NA,0
"Royal Challengers Bangalore","Abhimanyu Mithun",2010,5,1,4,"All","All",5,125
"Royal Challengers Bangalore","Abhimanyu Mithun",2011,27,3,20,"All","All",9,135
"Royal Challengers Bangalore","Abhimanyu Mithun",2013,2,1,2,"All","All",2,100
"Royal Challengers Bangalore","Abhinav Mukund",2013,19,1,21,"All","All",19,90.4761904761905
"Royal Challengers Bangalore","Abu Nechim",2014,4,0,1,"All","All",Inf,400
"Royal Challengers Bangalore","Abu Nechim",2015,10,1,5,"All","All",10,200
"Royal Challengers Bangalore","Adam Milne",2017,7,2,12,"All","All",3.5,58.3333333333333
"Royal Challengers Bangalore","Akash Deep",2022,0,1,2,"All","All",0,0
"Royal Challengers Bangalore","Akshdeep Nath",2019,61,5,57,"All","All",12.2,107.017543859649
"Royal Challengers Bangalore","Albie Morkel",2014,45,3,41,"All","All",15,109.756097560976
"Royal Challengers Bangalore","Andrew McDonald",2012,47,2,35,"All","All",23.5,134.285714285714
"Royal Challengers Bangalore","Andrew McDonald",2013,0,1,2,"All","All",0,0
"Royal Challengers Bangalore","Aniket Choudhary",2017,25,1,20,"All","All",25,125
"Royal Challengers Bangalore","Anil Kumble",2008,13,2,17,"All","All",6.5,76.4705882352941
"Royal Challengers Bangalore","Anil Kumble",2009,16,1,19,"All","All",16,84.2105263157895
"Royal Challengers Bangalore","Anil Kumble",2010,6,0,11,"All","All",Inf,54.5454545454545
"Royal Challengers Bangalore","Anuj Rawat",2022,129,8,118,"All","All",16.125,109.322033898305
"Royal Challengers Bangalore","Arun Karthik",2011,7,2,8,"All","All",3.5,87.5
"Royal Challengers Bangalore","Arun Karthik",2013,41,3,38,"All","All",13.6666666666667,107.894736842105
"Royal Challengers Bangalore","Asad Pathan",2011,33,4,16,"All","All",8.25,206.25
"Royal Challengers Bangalore","Asad Pathan",2012,6,1,7,"All","All",6,85.7142857142857
"Royal Challengers Bangalore","Ashley Noffke",2008,9,1,10,"All","All",9,90
"Royal Challengers Bangalore","Ashok Dinda",2014,4,1,12,"All","All",4,33.3333333333333
"Royal Challengers Bangalore","Balachandra Akhil",2008,46,3,31,"All","All",15.3333333333333,148.387096774194
"Royal Challengers Bangalore","Balachandra Akhil",2009,17,2,15,"All","All",8.5,113.333333333333
"Royal Challengers Bangalore","Bharat Chipli",2008,20,3,28,"All","All",6.66666666666667,71.4285714285714
"Royal Challengers Bangalore","Brendon McCullum",2018,127,6,88,"All","All",21.1666666666667,144.318181818182
"Royal Challengers Bangalore","Cameron White",2008,114,7,102,"All","All",16.2857142857143,111.764705882353
"Royal Challengers Bangalore","Cameron White",2010,48,2,33,"All","All",24,145.454545454545
"Royal Challengers Bangalore","Charl Langeveldt",2011,8,1,8,"All","All",8,100
"Royal Challengers Bangalore","Cheteshwar Pujara",2011,34,3,31,"All","All",11.3333333333333,109.677419354839
"Royal Challengers Bangalore","Cheteshwar Pujara",2012,17,3,22,"All","All",5.66666666666667,77.2727272727273
"Royal Challengers Bangalore","Cheteshwar Pujara",2013,92,4,99,"All","All",23,92.9292929292929
"Royal Challengers Bangalore","Chris Gayle",2011,608,9,332,"All","All",67.5555555555556,183.132530120482
"Royal Challengers Bangalore","Chris Gayle",2012,733,12,456,"All","All",61.0833333333333,160.745614035088
"Royal Challengers Bangalore","Chris Gayle",2013,708,12,453,"All","All",59,156.291390728477
"Royal Challengers Bangalore","Chris Gayle",2014,196,9,184,"All","All",21.7777777777778,106.521739130435
"Royal Challengers Bangalore","Chris Gayle",2015,491,12,333,"All","All",40.9166666666667,147.447447447447
"Royal Challengers Bangalore","Chris Gayle",2016,227,10,150,"All","All",22.7,151.333333333333
"Royal Challengers Bangalore","Chris Gayle",2017,200,9,163,"All","All",22.2222222222222,122.699386503067
"Royal Challengers Bangalore","Chris Jordan",2016,3,1,4,"All","All",3,75
"Royal Challengers Bangalore","Chris Morris",2020,34,4,21,"All","All",8.5,161.904761904762
"Royal Challengers Bangalore","Chris Woakes",2018,17,2,19,"All","All",8.5,89.4736842105263
"Royal Challengers Bangalore","Colin de Grandhomme",2018,131,5,84,"All","All",26.2,155.952380952381
"Royal Challengers Bangalore","Colin de Grandhomme",2019,46,3,49,"All","All",15.3333333333333,93.8775510204082
"Royal Challengers Bangalore","Corey Anderson",2018,17,3,22,"All","All",5.66666666666667,77.2727272727273
"Royal Challengers Bangalore","Dale Steyn",2008,2,1,5,"All","All",2,40
"Royal Challengers Bangalore","Dale Steyn",2009,0,1,3,"All","All",0,0
"Royal Challengers Bangalore","Dale Steyn",2010,13,4,17,"All","All",3.25,76.4705882352941
"Royal Challengers Bangalore","Dale Steyn",2020,1,0,2,"All","All",Inf,50
"Royal Challengers Bangalore","Dan Christian",2013,6,2,15,"All","All",3,40
"Royal Challengers Bangalore","Dan Christian",2021,14,6,24,"All","All",2.33333333333333,58.3333333333333
"Royal Challengers Bangalore","Daniel Sams",2021,6,1,6,"All","All",6,100
"Royal Challengers Bangalore","Daniel Vettori",2011,23,1,28,"All","All",23,82.1428571428571
"Royal Challengers Bangalore","Daniel Vettori",2012,31,4,26,"All","All",7.75,119.230769230769
"Royal Challengers Bangalore","Daren Sammy",2015,13,2,18,"All","All",6.5,72.2222222222222
"Royal Challengers Bangalore","David Wiese",2015,122,4,86,"All","All",30.5,141.860465116279
"Royal Challengers Bangalore","David Wiese",2016,5,0,4,"All","All",Inf,125
"Royal Challengers Bangalore","David Willey",2022,18,2,30,"All","All",9,60
"Royal Challengers Bangalore","Devdutt Padikkal",2020,473,15,379,"All","All",31.5333333333333,124.802110817942
"Royal Challengers Bangalore","Devdutt Padikkal",2021,411,13,328,"All","All",31.6153846153846,125.30487804878
"Royal Challengers Bangalore","Devraj Patil",2008,13,2,13,"All","All",6.5,100
"Royal Challengers Bangalore","Dillon du Preez",2009,10,1,13,"All","All",10,76.9230769230769
"Royal Challengers Bangalore","Dinesh Karthik",2015,141,11,117,"All","All",12.8181818181818,120.512820512821
"Royal Challengers Bangalore","Dinesh Karthik",2022,330,6,180,"All","All",55,183.333333333333
"Royal Challengers Bangalore","Eoin Morgan",2010,35,3,30,"All","All",11.6666666666667,116.666666666667
"Royal Challengers Bangalore","Faf du Plessis",2022,468,15,367,"All","All",31.2,127.520435967302
"Royal Challengers Bangalore","George Garton",2021,2,1,4,"All","All",2,50
"Royal Challengers Bangalore","Glenn Maxwell",2021,513,12,356,"All","All",42.75,144.101123595506
"Royal Challengers Bangalore","Glenn Maxwell",2022,301,11,178,"All","All",27.3636363636364,169.101123595506
"Royal Challengers Bangalore","Gurkeerat Singh Mann",2019,98,3,70,"All","All",32.6666666666667,140
"Royal Challengers Bangalore","Gurkeerat Singh Mann",2020,71,0,80,"All","All",Inf,88.75
"Royal Challengers Bangalore","Harshal Patel",2012,15,2,15,"All","All",7.5,100
"Royal Challengers Bangalore","Harshal Patel",2014,13,2,7,"All","All",6.5,185.714285714286
"Royal Challengers Bangalore","Harshal Patel",2015,19,5,12,"All","All",3.8,158.333333333333
"Royal Challengers Bangalore","Harshal Patel",2021,59,4,46,"All","All",14.75,128.260869565217
"Royal Challengers Bangalore","Harshal Patel",2022,43,4,39,"All","All",10.75,110.25641025641
"Royal Challengers Bangalore","Heinrich Klaasen",2019,9,2,10,"All","All",4.5,90
"Royal Challengers Bangalore","Iqbal Abdulla",2015,20,2,18,"All","All",10,111.111111111111
"Royal Challengers Bangalore","Iqbal Abdulla",2016,37,0,27,"All","All",Inf,137.037037037037
"Royal Challengers Bangalore","Iqbal Abdulla",2017,5,0,7,"All","All",Inf,71.4285714285714
"Royal Challengers Bangalore","Isuru Udana",2020,15,3,11,"All","All",5,136.363636363636
"Royal Challengers Bangalore","Jacques Kallis",2008,199,11,183,"All","All",18.0909090909091,108.743169398907
"Royal Challengers Bangalore","Jacques Kallis",2009,361,13,332,"All","All",27.7692307692308,108.734939759036
"Royal Challengers Bangalore","Jacques Kallis",2010,572,12,494,"All","All",47.6666666666667,115.789473684211
"Royal Challengers Bangalore","Jagadeesh Arunkumar",2008,23,3,23,"All","All",7.66666666666667,100
"Royal Challengers Bangalore","Jamaluddin Syed Mohammad",2011,15,0,12,"All","All",Inf,125
"Royal Challengers Bangalore","Jamaluddin Syed Mohammad",2012,4,0,1,"All","All",Inf,400
"Royal Challengers Bangalore","Jamaluddin Syed Mohammad",2013,10,2,13,"All","All",5,76.9230769230769
"Royal Challengers Bangalore","Jaydev Unadkat",2013,2,0,2,"All","All",Inf,100
"Royal Challengers Bangalore","Jesse Ryder",2009,56,5,49,"All","All",11.2,114.285714285714
"Royal Challengers Bangalore","Johan van der Wath",2011,18,2,16,"All","All",9,112.5
"Royal Challengers Bangalore","Josh Hazlewood",2022,18,0,26,"All","All",Inf,69.2307692307692
"Royal Challengers Bangalore","Josh Philippe",2020,78,4,77,"All","All",19.5,101.298701298701
"Royal Challengers Bangalore","KL Rahul",2013,20,2,16,"All","All",10,125
"Royal Challengers Bangalore","KL Rahul",2016,397,9,271,"All","All",44.1111111111111,146.494464944649
"Royal Challengers Bangalore","KP Appanna",2009,0,0,1,"All","All",NA,0
"Royal Challengers Bangalore","KP Appanna",2010,2,1,3,"All","All",2,66.6666666666667
"Royal Challengers Bangalore","Kane Richardson",2016,1,0,1,"All","All",Inf,100
"Royal Challengers Bangalore","Karn Sharma",2009,1,1,3,"All","All",1,33.3333333333333
"Royal Challengers Bangalore","Karun Nair",2013,9,2,12,"All","All",4.5,75
"Royal Challengers Bangalore","Kedar Jadhav",2016,42,0,32,"All","All",Inf,131.25
"Royal Challengers Bangalore","Kedar Jadhav",2017,267,12,186,"All","All",22.25,143.548387096774
"Royal Challengers Bangalore","Kevin Pietersen",2009,93,6,85,"All","All",15.5,109.411764705882
"Royal Challengers Bangalore","Kevin Pietersen",2010,236,4,157,"All","All",59,150.31847133758
"Royal Challengers Bangalore","Kyle Jamieson",2021,65,4,55,"All","All",16.25,118.181818181818
"Royal Challengers Bangalore","Luke Pomersbach",2011,51,4,39,"All","All",12.75,130.769230769231
"Royal Challengers Bangalore","Mahipal Lomror",2022,86,5,57,"All","All",17.2,150.877192982456
"Royal Challengers Bangalore","Manan Vohra",2018,55,4,47,"All","All",13.75,117.021276595745
"Royal Challengers Bangalore","Mandeep Singh",2015,157,6,100,"All","All",26.1666666666667,157
"Royal Challengers Bangalore","Mandeep Singh",2017,188,10,177,"All","All",18.8,106.214689265537
"Royal Challengers Bangalore","Mandeep Singh",2018,252,10,186,"All","All",25.2,135.483870967742
"Royal Challengers Bangalore","Manish Pandey",2009,168,2,118,"All","All",84,142.372881355932
"Royal Challengers Bangalore","Manish Pandey",2010,249,12,226,"All","All",20.75,110.176991150442
"Royal Challengers Bangalore","Manvinder Bisla",2015,37,2,30,"All","All",18.5,123.333333333333
"Royal Challengers Bangalore","Marcus Stoinis",2019,211,4,156,"All","All",52.75,135.25641025641
"Royal Challengers Bangalore","Mark Boucher",2008,225,7,177,"All","All",32.1428571428571,127.118644067797
"Royal Challengers Bangalore","Mark Boucher",2009,150,5,116,"All","All",30,129.310344827586
"Royal Challengers Bangalore","Mark Boucher",2010,13,1,10,"All","All",13,130
"Royal Challengers Bangalore","Mayank Agarwal",2011,141,7,120,"All","All",20.1428571428571,117.5
"Royal Challengers Bangalore","Mayank Agarwal",2012,225,11,158,"All","All",20.4545454545455,142.405063291139
"Royal Challengers Bangalore","Mayank Agarwal",2013,67,5,62,"All","All",13.4,108.064516129032
"Royal Challengers Bangalore","Misbah-ul-Haq",2008,117,7,81,"All","All",16.7142857142857,144.444444444444
"Royal Challengers Bangalore","Mitchell Starc",2014,85,6,84,"All","All",14.1666666666667,101.190476190476
"Royal Challengers Bangalore","Mitchell Starc",2015,11,1,14,"All","All",11,78.5714285714286
"Royal Challengers Bangalore","Moeen Ali",2018,77,4,46,"All","All",19.25,167.391304347826
"Royal Challengers Bangalore","Moeen Ali",2019,220,8,133,"All","All",27.5,165.413533834586
"Royal Challengers Bangalore","Moeen Ali",2020,12,3,16,"All","All",4,75
"Royal Challengers Bangalore","Mohammad Kaif",2011,41,3,33,"All","All",13.6666666666667,124.242424242424
"Royal Challengers Bangalore","Mohammad Kaif",2012,14,1,16,"All","All",14,87.5
"Royal Challengers Bangalore","Mohammed Siraj",2018,25,2,22,"All","All",12.5,113.636363636364
"Royal Challengers Bangalore","Mohammed Siraj",2019,4,1,14,"All","All",4,28.5714285714286
"Royal Challengers Bangalore","Mohammed Siraj",2020,17,1,14,"All","All",17,121.428571428571
"Royal Challengers Bangalore","Mohammed Siraj",2021,20,1,26,"All","All",20,76.9230769230769
"Royal Challengers Bangalore","Mohammed Siraj",2022,30,2,33,"All","All",15,90.9090909090909
"Royal Challengers Bangalore","Moises Henriques",2013,165,4,125,"All","All",41.25,132
"Royal Challengers Bangalore","Murali Kartik",2013,2,1,3,"All","All",2,66.6666666666667
"Royal Challengers Bangalore","Murugan Ashwin",2018,1,1,2,"All","All",1,50
"Royal Challengers Bangalore","Muthiah Muralidaran",2012,6,2,9,"All","All",3,66.6666666666667
"Royal Challengers Bangalore","Navdeep Saini",2019,2,1,4,"All","All",2,50
"Royal Challengers Bangalore","Navdeep Saini",2020,27,1,27,"All","All",27,100
"Royal Challengers Bangalore","Navdeep Saini",2021,2,1,4,"All","All",2,50
"Royal Challengers Bangalore","Nic Maddinson",2014,16,2,14,"All","All",8,114.285714285714
"Royal Challengers Bangalore","Nic Maddinson",2015,4,1,7,"All","All",4,57.1428571428571
"Royal Challengers Bangalore","Pankaj Singh",2009,1,1,2,"All","All",1,50
"Royal Challengers Bangalore","Pankaj Singh",2010,1,1,2,"All","All",1,50
"Royal Challengers Bangalore","Parthiv Patel",2014,205,10,185,"All","All",20.5,110.810810810811
"Royal Challengers Bangalore","Parthiv Patel",2018,153,5,109,"All","All",30.6,140.366972477064
"Royal Challengers Bangalore","Parthiv Patel",2019,373,14,268,"All","All",26.6428571428571,139.179104477612
"Royal Challengers Bangalore","Parvez Rasool",2016,10,1,9,"All","All",10,111.111111111111
"Royal Challengers Bangalore","Pawan Negi",2017,144,8,111,"All","All",18,129.72972972973
"Royal Challengers Bangalore","Pawan Negi",2018,3,2,5,"All","All",1.5,60
"Royal Challengers Bangalore","Pawan Negi",2019,9,4,12,"All","All",2.25,75
"Royal Challengers Bangalore","Prasanth Parameswaran",2012,0,0,1,"All","All",NA,0
"Royal Challengers Bangalore","Praveen Kumar",2008,112,10,98,"All","All",11.2,114.285714285714
"Royal Challengers Bangalore","Praveen Kumar",2009,65,5,46,"All","All",13,141.304347826087
"Royal Challengers Bangalore","Praveen Kumar",2010,4,2,8,"All","All",2,50
"Royal Challengers Bangalore","Prayas Ray Barman",2019,19,1,24,"All","All",19,79.1666666666667
"Royal Challengers Bangalore","Quinton de Kock",2018,201,8,162,"All","All",25.125,124.074074074074
"Royal Challengers Bangalore","Rahul Dravid",2008,371,13,298,"All","All",28.5384615384615,124.496644295302
"Royal Challengers Bangalore","Rahul Dravid",2009,271,12,234,"All","All",22.5833333333333,115.811965811966
"Royal Challengers Bangalore","Rahul Dravid",2010,256,9,199,"All","All",28.4444444444444,128.643216080402
"Royal Challengers Bangalore","Rajat Patidar",2021,71,4,62,"All","All",17.75,114.516129032258
"Royal Challengers Bangalore","Rajat Patidar",2022,333,6,218,"All","All",55.5,152.752293577982
"Royal Challengers Bangalore","Rajesh Bishnoi",2009,19,3,17,"All","All",6.33333333333333,111.764705882353
"Royal Challengers Bangalore","Raju Bhatkal",2012,0,1,2,"All","All",0,0
"Royal Challengers Bangalore","Ravi Rampaul",2013,38,4,37,"All","All",9.5,102.702702702703
"Royal Challengers Bangalore","Ravi Rampaul",2014,13,1,13,"All","All",13,100
"Royal Challengers Bangalore","Rilee Rossouw",2014,39,3,41,"All","All",13,95.1219512195122
"Royal Challengers Bangalore","Rilee Rossouw",2015,14,2,10,"All","All",7,140
"Royal Challengers Bangalore","Robin Uthappa",2009,175,11,170,"All","All",15.9090909090909,102.941176470588
"Royal Challengers Bangalore","Robin Uthappa",2010,374,12,218,"All","All",31.1666666666667,171.559633027523
"Royal Challengers Bangalore","Roelof van der Merwe",2009,122,8,98,"All","All",15.25,124.489795918367
"Royal Challengers Bangalore","Roelof van der Merwe",2010,1,1,2,"All","All",1,50
"Royal Challengers Bangalore","Ross Taylor",2008,149,4,81,"All","All",37.25,183.950617283951
"Royal Challengers Bangalore","Ross Taylor",2009,280,9,208,"All","All",31.1111111111111,134.615384615385
"Royal Challengers Bangalore","Ross Taylor",2010,88,4,75,"All","All",22,117.333333333333
"Royal Challengers Bangalore","Ryan Ninan",2011,3,1,6,"All","All",3,50
"Royal Challengers Bangalore","Sachin Baby",2016,119,4,79,"All","All",29.75,150.632911392405
"Royal Challengers Bangalore","Sachin Baby",2017,15,3,15,"All","All",5,100
"Royal Challengers Bangalore","Sachin Baby",2021,7,1,17,"All","All",7,41.1764705882353
"Royal Challengers Bangalore","Sachin Rana",2014,73,3,65,"All","All",24.3333333333333,112.307692307692
"Royal Challengers Bangalore","Samuel Badree",2017,13,5,23,"All","All",2.6,56.5217391304348
"Royal Challengers Bangalore","Sarfaraz Khan",2015,111,4,71,"All","All",27.75,156.338028169014
"Royal Challengers Bangalore","Sarfaraz Khan",2016,66,2,31,"All","All",33,212.903225806452
"Royal Challengers Bangalore","Sarfaraz Khan",2018,51,5,41,"All","All",10.2,124.390243902439
"Royal Challengers Bangalore","Saurabh Tiwary",2011,187,8,188,"All","All",23.375,99.468085106383
"Royal Challengers Bangalore","Saurabh Tiwary",2012,191,8,170,"All","All",23.875,112.352941176471
"Royal Challengers Bangalore","Saurabh Tiwary",2013,109,4,106,"All","All",27.25,102.830188679245
"Royal Challengers Bangalore","Sean Abbott",2015,15,2,13,"All","All",7.5,115.384615384615
"Royal Challengers Bangalore","Shahbaz Ahmed",2020,1,0,1,"All","All",Inf,100
"Royal Challengers Bangalore","Shahbaz Ahmed",2021,59,7,53,"All","All",8.42857142857143,111.320754716981
"Royal Challengers Bangalore","Shahbaz Ahmed",2022,219,8,181,"All","All",27.375,120.994475138122
"Royal Challengers Bangalore","Shane Watson",2016,179,13,134,"All","All",13.7692307692308,133.582089552239
"Royal Challengers Bangalore","Shane Watson",2017,71,6,78,"All","All",11.8333333333333,91.025641025641
"Royal Challengers Bangalore","Sherfane Rutherford",2022,33,2,50,"All","All",16.5,66
"Royal Challengers Bangalore","Shimron Hetmyer",2019,90,5,73,"All","All",18,123.287671232877
"Royal Challengers Bangalore","Shivam Dube",2019,40,3,33,"All","All",13.3333333333333,121.212121212121
"Royal Challengers Bangalore","Shivam Dube",2020,129,7,105,"All","All",18.4285714285714,122.857142857143
"Royal Challengers Bangalore","Shivnarine Chanderpaul",2008,25,3,31,"All","All",8.33333333333333,80.6451612903226
"Royal Challengers Bangalore","Shreevats Goswami",2008,82,3,85,"All","All",27.3333333333333,96.4705882352941
"Royal Challengers Bangalore","Shreevats Goswami",2009,53,2,60,"All","All",26.5,88.3333333333333
"Royal Challengers Bangalore","Shreevats Goswami",2010,8,1,10,"All","All",8,80
"Royal Challengers Bangalore","Sreenath Aravind",2011,13,0,8,"All","All",Inf,162.5
"Royal Challengers Bangalore","Sreenath Aravind",2012,14,0,8,"All","All",Inf,175
"Royal Challengers Bangalore","Sreenath Aravind",2015,0,0,1,"All","All",NA,0
"Royal Challengers Bangalore","Sreenath Aravind",2017,32,3,40,"All","All",10.6666666666667,80
"Royal Challengers Bangalore","Sridharan Sriram",2010,27,1,29,"All","All",27,93.1034482758621
"Royal Challengers Bangalore","Srikar Bharat",2021,191,5,156,"All","All",38.2,122.435897435897
"Royal Challengers Bangalore","Stuart Binny",2016,63,4,39,"All","All",15.75,161.538461538462
"Royal Challengers Bangalore","Stuart Binny",2017,78,5,76,"All","All",15.6,102.631578947368
"Royal Challengers Bangalore","Sunil Joshi",2008,6,2,14,"All","All",3,42.8571428571429
"Royal Challengers Bangalore","Suyash Prabhudessai",2022,67,5,59,"All","All",13.4,113.559322033898
"Royal Challengers Bangalore","Tillakaratne Dilshan",2011,226,8,180,"All","All",28.25,125.555555555556
"Royal Challengers Bangalore","Tillakaratne Dilshan",2012,285,8,261,"All","All",35.625,109.195402298851
"Royal Challengers Bangalore","Tillakaratne Dilshan",2013,76,5,93,"All","All",15.2,81.7204301075269
"Royal Challengers Bangalore","Tim David",2021,1,1,3,"All","All",1,33.3333333333333
"Royal Challengers Bangalore","Tim Southee",2018,52,2,46,"All","All",26,113.04347826087
"Royal Challengers Bangalore","Tim Southee",2019,9,0,9,"All","All",Inf,100
"Royal Challengers Bangalore","Travis Head",2016,54,2,40,"All","All",27,135
"Royal Challengers Bangalore","Travis Head",2017,151,5,108,"All","All",30.2,139.814814814815
"Royal Challengers Bangalore","Tymal Mills",2017,8,3,11,"All","All",2.66666666666667,72.7272727272727
"Royal Challengers Bangalore","Umesh Yadav",2018,3,4,11,"All","All",0.75,27.2727272727273
"Royal Challengers Bangalore","Umesh Yadav",2019,25,2,25,"All","All",12.5,100
