"Bowling_Team","Bowler","Season","Runs","Wickets","Balls","Batting_Team","Stadium","Average","Economy"
"Punjab Kings","Abhishek Nayar",2011,95,2,61,"All","All",47.5,9.34426229508197
"Punjab Kings","Abhishek Nayar",2012,16,0,6,"All","All",Inf,16
"Punjab Kings","Adam Gilchrist",2013,0,1,1,"All","All",0,0
"Punjab Kings","Adil Rashid",2021,35,0,18,"All","All",Inf,11.6666666666667
"Punjab Kings","Aiden Markram",2021,23,0,24,"All","All",Inf,5.75
"Punjab Kings","Andrew Tye",2018,448,24,336,"All","All",18.6666666666667,8
"Punjab Kings","Andrew Tye",2019,233,3,132,"All","All",77.6666666666667,10.5909090909091
"Punjab Kings","Ankit Rajpoot",2018,223,11,157,"All","All",20.2727272727273,8.52229299363057
"Punjab Kings","Ankit Rajpoot",2019,152,3,96,"All","All",50.6666666666667,9.5
"Punjab Kings","Anureet Singh",2015,465,15,310,"All","All",31,9
"Punjab Kings","Anureet Singh",2016,43,0,36,"All","All",Inf,7.16666666666667
"Punjab Kings","Anureet Singh",2017,26,0,12,"All","All",Inf,13
"Punjab Kings","Arshdeep Singh",2019,109,3,60,"All","All",36.3333333333333,10.9
"Punjab Kings","Arshdeep Singh",2020,218,9,149,"All","All",24.2222222222222,8.77852348993289
"Punjab Kings","Arshdeep Singh",2021,342,18,248,"All","All",19,8.2741935483871
"Punjab Kings","Arshdeep Singh",2022,385,10,300,"All","All",38.5,7.7
"Punjab Kings","Axar Patel",2014,405,17,396,"All","All",23.8235294117647,6.13636363636364
"Punjab Kings","Axar Patel",2015,392,13,280,"All","All",30.1538461538462,8.4
"Punjab Kings","Axar Patel",2016,388,13,287,"All","All",29.8461538461538,8.11149825783972
"Punjab Kings","Axar Patel",2017,362,15,288,"All","All",24.1333333333333,7.54166666666667
"Punjab Kings","Axar Patel",2018,218,3,156,"All","All",72.6666666666667,8.38461538461538
"Punjab Kings","Azhar Mahmood",2012,329,14,256,"All","All",23.5,7.7109375
"Punjab Kings","Azhar Mahmood",2013,330,15,263,"All","All",22,7.52851711026616
"Punjab Kings","Barinder Sran",2018,229,4,132,"All","All",57.25,10.4090909090909
"Punjab Kings","Beuran Hendricks",2014,126,4,72,"All","All",31.5,10.5
"Punjab Kings","Beuran Hendricks",2015,109,5,78,"All","All",21.8,8.38461538461538
"Punjab Kings","Bhargav Bhatt",2011,229,9,167,"All","All",25.4444444444444,8.22754491017964
"Punjab Kings","Bhargav Bhatt",2012,136,2,99,"All","All",68,8.24242424242424
"Punjab Kings","Bhargav Bhatt",2013,32,1,30,"All","All",32,6.4
"Punjab Kings","Bipul Sharma",2010,94,3,60,"All","All",31.3333333333333,9.4
"Punjab Kings","Bipul Sharma",2011,78,4,72,"All","All",19.5,6.5
"Punjab Kings","Bipul Sharma",2012,79,0,46,"All","All",Inf,10.304347826087
"Punjab Kings","Bipul Sharma",2013,21,1,24,"All","All",21,5.25
"Punjab Kings","Brett Lee",2008,112,4,96,"All","All",28,7
"Punjab Kings","Brett Lee",2009,111,5,120,"All","All",22.2,5.55
"Punjab Kings","Brett Lee",2010,149,0,87,"All","All",Inf,10.2758620689655
"Punjab Kings","Chris Gayle",2020,5,0,5,"All","All",Inf,6
"Punjab Kings","Chris Jordan",2020,304,9,189,"All","All",33.7777777777778,9.65079365079365
"Punjab Kings","Chris Jordan",2021,96,4,72,"All","All",24,8
"Punjab Kings","David Hussey",2011,38,1,18,"All","All",38,12.6666666666667
"Punjab Kings","David Hussey",2012,63,3,54,"All","All",21,7
"Punjab Kings","David Hussey",2013,91,0,66,"All","All",Inf,8.27272727272727
"Punjab Kings","Deepak Hooda",2020,9,0,6,"All","All",Inf,9
"Punjab Kings","Deepak Hooda",2021,136,2,96,"All","All",68,8.5
"Punjab Kings","Dimitri Mascarenhas",2012,105,7,96,"All","All",15,6.5625
"Punjab Kings","Dimitri Mascarenhas",2013,25,0,24,"All","All",Inf,6.25
"Punjab Kings","Fabian Allen",2021,90,1,66,"All","All",90,8.18181818181818
"Punjab Kings","Gagandeep Singh",2008,141,3,84,"All","All",47,10.0714285714286
"Punjab Kings","Glenn Maxwell",2014,132,1,66,"All","All",132,12
"Punjab Kings","Glenn Maxwell",2015,97,2,60,"All","All",48.5,9.7
"Punjab Kings","Glenn Maxwell",2016,80,0,54,"All","All",Inf,8.88888888888889
"Punjab Kings","Glenn Maxwell",2017,125,7,114,"All","All",17.8571428571429,6.57894736842105
"Punjab Kings","Glenn Maxwell",2020,169,3,126,"All","All",56.3333333333333,8.04761904761905
"Punjab Kings","Gurkeerat Singh Mann",2015,66,3,54,"All","All",22,7.33333333333333
"Punjab Kings","Gurkeerat Singh Mann",2016,31,2,24,"All","All",15.5,7.75
"Punjab Kings","Hardus Viljoen",2019,222,7,138,"All","All",31.7142857142857,9.65217391304348
"Punjab Kings","Harmeet Singh",2012,191,7,134,"All","All",27.2857142857143,8.55223880597015
"Punjab Kings","Harmeet Singh",2013,87,5,68,"All","All",17.4,7.67647058823529
"Punjab Kings","Harpreet Brar",2019,48,0,30,"All","All",Inf,9.6
"Punjab Kings","Harpreet Brar",2020,41,0,24,"All","All",Inf,10.25
"Punjab Kings","Harpreet Brar",2021,139,5,138,"All","All",27.8,6.04347826086957
"Punjab Kings","Harpreet Brar",2022,146,4,96,"All","All",36.5,9.125
"Punjab Kings","Irfan Pathan",2008,350,15,318,"All","All",23.3333333333333,6.60377358490566
"Punjab Kings","Irfan Pathan",2009,390,17,302,"All","All",22.9411764705882,7.74834437086093
"Punjab Kings","Irfan Pathan",2010,426,15,278,"All","All",28.4,9.19424460431655
"Punjab Kings","Ishan Porel",2021,39,1,24,"All","All",39,9.75
"Punjab Kings","Ishant Sharma",2017,167,0,102,"All","All",Inf,9.82352941176471
"Punjab Kings","Jalaj Saxena",2021,27,0,18,"All","All",Inf,9
"Punjab Kings","James Faulkner",2012,72,3,48,"All","All",24,9
"Punjab Kings","James Hopes",2008,276,7,168,"All","All",39.4285714285714,9.85714285714286
"Punjab Kings","James Neesham",2020,148,2,90,"All","All",74,9.86666666666667
"Punjab Kings","Jhye Richardson",2021,117,3,66,"All","All",39,10.6363636363636
"Punjab Kings","KC Cariappa",2016,159,3,102,"All","All",53,9.35294117647059
"Punjab Kings","KC Cariappa",2017,127,4,90,"All","All",31.75,8.46666666666667
"Punjab Kings","Kagiso Rabada",2022,406,23,288,"All","All",17.6521739130435,8.45833333333333
"Punjab Kings","Karan Goel",2008,25,0,12,"All","All",Inf,12.5
"Punjab Kings","Karan Goel",2009,61,0,48,"All","All",Inf,7.625
"Punjab Kings","Karan Goel",2010,7,0,6,"All","All",Inf,7
"Punjab Kings","Karanveer Singh",2014,164,11,120,"All","All",14.9090909090909,8.2
"Punjab Kings","Karanveer Singh",2015,157,1,84,"All","All",157,11.2142857142857
"Punjab Kings","Krishnappa Gowtham",2020,84,1,48,"All","All",84,10.5
"Punjab Kings","Kyle Abbott",2016,177,2,96,"All","All",88.5,11.0625
"Punjab Kings","Lakshmipathy Balaji",2014,299,12,204,"All","All",24.9166666666667,8.79411764705882
"Punjab Kings","Liam Livingstone",2022,202,6,138,"All","All",33.6666666666667,8.78260869565217
"Punjab Kings","Love Ablish",2010,36,3,24,"All","All",12,9
"Punjab Kings","Love Ablish",2011,39,0,18,"All","All",Inf,13
"Punjab Kings","Mandeep Singh",2019,26,0,12,"All","All",Inf,13
"Punjab Kings","Manoj Tiwary",2018,10,0,6,"All","All",Inf,10
"Punjab Kings","Manpreet Gony",2013,256,7,168,"All","All",36.5714285714286,9.14285714285714
"Punjab Kings","Marcus Stoinis",2016,194,8,138,"All","All",24.25,8.43478260869565
"Punjab Kings","Marcus Stoinis",2017,110,2,63,"All","All",55,10.4761904761905
"Punjab Kings","Marcus Stoinis",2018,120,3,66,"All","All",40,10.9090909090909
"Punjab Kings","Matt Henry",2017,71,1,30,"All","All",71,14.2
"Punjab Kings","Michael Neser",2013,62,0,24,"All","All",Inf,15.5
"Punjab Kings","Mitchell Johnson",2014,444,17,321,"All","All",26.1176470588235,8.29906542056075
"Punjab Kings","Mitchell Johnson",2015,336,9,215,"All","All",37.3333333333333,9.37674418604651
"Punjab Kings","Mitchell Johnson",2016,106,2,66,"All","All",53,9.63636363636364
"Punjab Kings","Mohammed Shami",2019,469,19,324,"All","All",24.6842105263158,8.68518518518519
"Punjab Kings","Mohammed Shami",2020,460,20,322,"All","All",23,8.57142857142857
"Punjab Kings","Mohammed Shami",2021,395,19,316,"All","All",20.7894736842105,7.5
"Punjab Kings","Mohit Sharma",2016,407,13,291,"All","All",31.3076923076923,8.39175257731959
"Punjab Kings","Mohit Sharma",2017,421,13,280,"All","All",32.3846153846154,9.02142857142857
"Punjab Kings","Mohit Sharma",2018,322,7,178,"All","All",46,10.8539325842697
"Punjab Kings","Moises Henriques",2021,45,4,60,"All","All",11.25,4.5
"Punjab Kings","Mujeeb Ur Rahman",2018,289,14,248,"All","All",20.6428571428571,6.99193548387097
"Punjab Kings","Mujeeb Ur Rahman",2019,191,3,114,"All","All",63.6666666666667,10.0526315789474
"Punjab Kings","Mujeeb Ur Rahman",2020,83,0,48,"All","All",Inf,10.375
"Punjab Kings","Murali Kartik",2014,91,1,48,"All","All",91,11.375
"Punjab Kings","Murali Vijay",2015,28,0,24,"All","All",Inf,7
"Punjab Kings","Murali Vijay",2016,8,0,6,"All","All",Inf,8
"Punjab Kings","Murugan Ashwin",2019,255,5,204,"All","All",51,7.5
"Punjab Kings","Murugan Ashwin",2020,235,10,189,"All","All",23.5,7.46031746031746
"Punjab Kings","Murugan Ashwin",2021,97,1,66,"All","All",97,8.81818181818182
"Punjab Kings","Nathan Ellis",2021,90,1,66,"All","All",90,8.18181818181818
"Punjab Kings","Nathan Ellis",2022,55,3,36,"All","All",18.3333333333333,9.16666666666667
"Punjab Kings","Nathan Rimmington",2011,19,0,18,"All","All",Inf,6.33333333333333
"Punjab Kings","Odean Smith",2022,178,6,90,"All","All",29.6666666666667,11.8666666666667
"Punjab Kings","Pardeep Sahu",2016,146,3,105,"All","All",48.6666666666667,8.34285714285714
"Punjab Kings","Parvinder Awana",2012,372,17,282,"All","All",21.8823529411765,7.91489361702128
"Punjab Kings","Parvinder Awana",2013,410,15,324,"All","All",27.3333333333333,7.59259259259259
"Punjab Kings","Parvinder Awana",2014,245,7,141,"All","All",35,10.4255319148936
"Punjab Kings","Paul Valthaty",2011,189,7,145,"All","All",27,7.82068965517241
"Punjab Kings","Paul Valthaty",2012,16,0,6,"All","All",Inf,16
"Punjab Kings","Piyush Chawla",2008,389,17,281,"All","All",22.8823529411765,8.30604982206406
"Punjab Kings","Piyush Chawla",2009,308,12,269,"All","All",25.6666666666667,6.86988847583643
"Punjab Kings","Piyush Chawla",2010,367,12,294,"All","All",30.5833333333333,7.48979591836735
"Punjab Kings","Piyush Chawla",2011,336,16,248,"All","All",21,8.12903225806452
"Punjab Kings","Piyush Chawla",2012,419,16,342,"All","All",26.1875,7.35087719298246
"Punjab Kings","Piyush Chawla",2013,418,11,350,"All","All",38,7.16571428571429
"Punjab Kings","Praveen Kumar",2011,345,10,276,"All","All",34.5,7.5
"Punjab Kings","Praveen Kumar",2012,434,9,378,"All","All",48.2222222222222,6.88888888888889
"Punjab Kings","Praveen Kumar",2013,373,12,338,"All","All",31.0833333333333,6.62130177514793
"Punjab Kings","Rahul Chahar",2022,360,14,280,"All","All",25.7142857142857,7.71428571428572
"Punjab Kings","Rahul Tewatia",2017,49,3,54,"All","All",16.3333333333333,5.44444444444444
"Punjab Kings","Rajagopal Sathish",2013,51,0,24,"All","All",Inf,12.75
"Punjab Kings","Ramesh Powar",2008,91,3,72,"All","All",30.3333333333333,7.58333333333333
"Punjab Kings","Ramesh Powar",2009,132,5,126,"All","All",26.4,6.28571428571429
"Punjab Kings","Ramesh Powar",2010,160,3,138,"All","All",53.3333333333333,6.95652173913044
"Punjab Kings","Ramesh Powar",2012,32,0,18,"All","All",Inf,10.6666666666667
"Punjab Kings","Ranadeb Bose",2009,24,0,12,"All","All",Inf,12
"Punjab Kings","Ravi Bishnoi",2020,376,12,306,"All","All",31.3333333333333,7.37254901960784
"Punjab Kings","Ravi Bishnoi",2021,230,12,216,"All","All",19.1666666666667,6.38888888888889
"Punjab Kings","Ravi Bopara",2009,5,0,8,"All","All",Inf,3.75
"Punjab Kings","Ravi Bopara",2010,127,5,78,"All","All",25.4,9.76923076923077
"Punjab Kings","Ravichandran Ashwin",2018,410,10,304,"All","All",41,8.09210526315789
"Punjab Kings","Ravichandran Ashwin",2019,400,15,330,"All","All",26.6666666666667,7.27272727272727
"Punjab Kings","Riley Meredith",2021,169,4,102,"All","All",42.25,9.94117647058824
"Punjab Kings","Rishi Dhawan",2014,365,13,284,"All","All",28.0769230769231,7.7112676056338
"Punjab Kings","Rishi Dhawan",2015,110,1,72,"All","All",110,9.16666666666667
"Punjab Kings","Rishi Dhawan",2016,56,2,42,"All","All",28,8
"Punjab Kings","Rishi Dhawan",2022,156,6,114,"All","All",26,8.21052631578947
"Punjab Kings","Rusty Theron",2010,187,6,144,"All","All",31.1666666666667,7.79166666666667
"Punjab Kings","Ryan Harris",2011,382,16,282,"All","All",23.875,8.12765957446809
"Punjab Kings","Ryan Harris",2012,130,8,108,"All","All",16.25,7.22222222222222
"Punjab Kings","Ryan Harris",2013,72,1,72,"All","All",72,6
"Punjab Kings","Ryan McLaren",2011,178,5,108,"All","All",35.6,9.88888888888889
"Punjab Kings","Sam Curran",2019,323,10,198,"All","All",32.3,9.78787878787879
"Punjab Kings","Sandeep Sharma",2013,119,8,96,"All","All",14.875,7.4375
"Punjab Kings","Sandeep Sharma",2014,354,18,241,"All","All",19.6666666666667,8.81327800829876
"Punjab Kings","Sandeep Sharma",2015,350,13,300,"All","All",26.9230769230769,7
"Punjab Kings","Sandeep Sharma",2016,366,15,300,"All","All",24.4,7.32
"Punjab Kings","Sandeep Sharma",2017,398,17,288,"All","All",23.4117647058824,8.29166666666667
"Punjab Kings","Sandeep Sharma",2022,153,2,120,"All","All",76.5,7.65
"Punjab Kings","Sarfaraz Khan",2019,6,0,2,"All","All",Inf,18
"Punjab Kings","Shalabh Srivastava",2010,255,6,162,"All","All",42.5,9.44444444444444
"Punjab Kings","Shalabh Srivastava",2011,186,8,120,"All","All",23.25,9.3
"Punjab Kings","Shardul Thakur",2015,38,1,18,"All","All",38,12.6666666666667
"Punjab Kings","Sheldon Cottrell",2020,176,6,120,"All","All",29.3333333333333,8.8
"Punjab Kings","Shivam Sharma",2014,121,3,96,"All","All",40.3333333333333,7.5625
"Punjab Kings","Shivam Sharma",2015,44,1,18,"All","All",44,14.6666666666667
"Punjab Kings","Sreesanth",2008,442,19,307,"All","All",23.2631578947368,8.63843648208469
"Punjab Kings","Sreesanth",2009,192,6,138,"All","All",32,8.34782608695652
"Punjab Kings","Sreesanth",2010,187,3,114,"All","All",62.3333333333333,9.84210526315789
"Punjab Kings","Swapnil Singh",2016,29,0,18,"All","All",Inf,9.66666666666667
"Punjab Kings","Swapnil Singh",2017,61,1,42,"All","All",61,8.71428571428571
"Punjab Kings","T Natarajan",2017,115,2,76,"All","All",57.5,9.07894736842105
"Punjab Kings","Thisara Perera",2015,55,1,36,"All","All",55,9.16666666666667
"Punjab Kings","Vaibhav Arora",2022,164,3,107,"All","All",54.6666666666667,9.19626168224299
"Punjab Kings","Varun Aaron",2017,163,7,120,"All","All",23.2857142857143,8.15
"Punjab Kings","Varun Chakravarthy",2019,35,1,18,"All","All",35,11.6666666666667
"Punjab Kings","Vikram Singh",2008,420,11,288,"All","All",38.1818181818182,8.75
"Punjab Kings","Vikram Singh",2009,82,1,54,"All","All",82,9.11111111111111
"Punjab Kings","Vikram Singh",2010,40,0,18,"All","All",Inf,13.3333333333333
"Punjab Kings","Vikramjeet Malik",2009,98,2,72,"All","All",49,8.16666666666667
"Punjab Kings","Vikramjeet Malik",2010,62,1,43,"All","All",62,8.65116279069767
"Punjab Kings","Vikramjeet Malik",2011,13,0,12,"All","All",Inf,6.5
"Punjab Kings","Wilkin Mota",2008,36,1,18,"All","All",36,12
"Punjab Kings","Wilkin Mota",2009,61,3,54,"All","All",20.3333333333333,6.77777777777778
"Punjab Kings","Yusuf Abdulla",2009,241,14,168,"All","All",17.2142857142857,8.60714285714286
"Punjab Kings","Yusuf Abdulla",2010,66,1,41,"All","All",66,9.65853658536586
"Punjab Kings","Yuvraj Singh",2008,83,3,54,"All","All",27.6666666666667,9.22222222222222
"Punjab Kings","Yuvraj Singh",2009,142,6,120,"All","All",23.6666666666667,7.1
"Punjab Kings","Yuvraj Singh",2010,152,5,138,"All","All",30.4,6.60869565217391
"Punjab Kings","Yuvraj Singh",2018,23,0,12,"All","All",Inf,11.5
"Rajasthan Royals","Aaron Finch",2010,5,0,7,"All","All",Inf,4.28571428571429
"Rajasthan Royals","Abhishek Jhunjhunwala",2010,69,0,37,"All","All",Inf,11.1891891891892
"Rajasthan Royals","Abhishek Raut",2009,36,0,24,"All","All",Inf,9
"Rajasthan Royals","Abhishek Raut",2011,8,0,6,"All","All",Inf,8
"Rajasthan Royals","Adam Voges",2010,76,0,54,"All","All",Inf,8.44444444444444
"Rajasthan Royals","Aditya Dole",2010,112,5,66,"All","All",22.4,10.1818181818182
"Rajasthan Royals","Ajit Chandila",2012,86,5,84,"All","All",17.2,6.14285714285714
"Rajasthan Royals","Ajit Chandila",2013,156,6,150,"All","All",26,6.24
"Rajasthan Royals","Akash Singh",2021,39,0,24,"All","All",Inf,9.75
"Rajasthan Royals","Amit Singh",2009,95,9,105,"All","All",10.5555555555556,5.42857142857143
"Rajasthan Royals","Amit Singh",2011,215,9,171,"All","All",23.8888888888889,7.54385964912281
"Rajasthan Royals","Amit Singh",2012,310,10,197,"All","All",31,9.44162436548223
"Rajasthan Royals","Amit Uniyal",2010,66,2,36,"All","All",33,11
"Rajasthan Royals","Andrew Tye",2020,50,1,24,"All","All",50,12.5
"Rajasthan Royals","Ankeet Chavan",2011,27,0,30,"All","All",Inf,5.4
"Rajasthan Royals","Ankeet Chavan",2012,236,7,164,"All","All",33.7142857142857,8.63414634146341
"Rajasthan Royals","Ankeet Chavan",2013,63,1,54,"All","All",63,7
"Rajasthan Royals","Ankit Rajpoot",2020,199,2,102,"All","All",99.5,11.7058823529412
"Rajasthan Royals","Ankit Sharma",2014,43,4,48,"All","All",10.75,5.375
"Rajasthan Royals","Ankit Sharma",2015,114,3,84,"All","All",38,8.14285714285714
"Rajasthan Royals","Ankit Sharma",2018,11,0,6,"All","All",Inf,11
"Rajasthan Royals","Anureet Singh",2018,42,1,24,"All","All",42,10.5
"Rajasthan Royals","Ashok Menaria",2011,121,2,90,"All","All",60.5,8.06666666666667
"Rajasthan Royals","Ashok Menaria",2012,23,1,20,"All","All",23,6.9
"Rajasthan Royals","Barinder Sran",2015,31,0,18,"All","All",Inf,10.3333333333333
"Rajasthan Royals","Ben Cutting",2014,31,1,24,"All","All",31,7.75
"Rajasthan Royals","Ben Laughlin",2018,211,9,126,"All","All",23.4444444444444,10.047619047619
"Rajasthan Royals","Ben Stokes",2018,303,8,222,"All","All",37.875,8.18918918918919
"Rajasthan Royals","Ben Stokes",2019,189,6,101,"All","All",31.5,11.2277227722772
"Rajasthan Royals","Ben Stokes",2020,154,2,90,"All","All",77,10.2666666666667
"Rajasthan Royals","Ben Stokes",2021,12,0,6,"All","All",Inf,12
"Rajasthan Royals","Brad Hodge",2012,21,1,12,"All","All",21,10.5
"Rajasthan Royals","Brad Hodge",2013,3,0,6,"All","All",Inf,3
"Rajasthan Royals","Brad Hogg",2012,253,10,216,"All","All",25.3,7.02777777777778
"Rajasthan Royals","Brad Hogg",2013,31,0,20,"All","All",Inf,9.3
"Rajasthan Royals","Chetan Sakariya",2021,426,14,312,"All","All",30.4285714285714,8.19230769230769
"Rajasthan Royals","Chris Morris",2015,311,13,252,"All","All",23.9230769230769,7.40476190476191
"Rajasthan Royals","Chris Morris",2021,376,15,246,"All","All",25.0666666666667,9.17073170731707
"Rajasthan Royals","D'Arcy Short",2018,19,1,18,"All","All",19,6.33333333333333
"Rajasthan Royals","Daryl Mitchell",2022,27,0,12,"All","All",Inf,13.5
"Rajasthan Royals","Deepak Hooda",2015,129,1,91,"All","All",129,8.50549450549451
"Rajasthan Royals","Dhawal Kulkarni",2014,221,6,162,"All","All",36.8333333333333,8.18518518518519
"Rajasthan Royals","Dhawal Kulkarni",2015,277,13,210,"All","All",21.3076923076923,7.91428571428571
"Rajasthan Royals","Dhawal Kulkarni",2018,188,4,119,"All","All",47,9.47899159663866
"Rajasthan Royals","Dhawal Kulkarni",2019,335,6,210,"All","All",55.8333333333333,9.57142857142857
"Rajasthan Royals","Dimitri Mascarenhas",2008,29,2,24,"All","All",14.5,7.25
"Rajasthan Royals","Dimitri Mascarenhas",2009,132,6,116,"All","All",22,6.82758620689655
"Rajasthan Royals","Dimitri Mascarenhas",2010,65,4,48,"All","All",16.25,8.125
"Rajasthan Royals","Dinesh Salunkhe",2008,78,1,47,"All","All",78,9.95744680851064
"Rajasthan Royals","Faiz Fazal",2010,20,0,12,"All","All",Inf,10
"Rajasthan Royals","Glenn Phillips",2021,20,1,12,"All","All",20,10
"Rajasthan Royals","Harmeet Singh",2013,34,1,24,"All","All",34,8.5
"Rajasthan Royals","Iqbal Abdulla",2014,17,0,12,"All","All",Inf,8.5
"Rajasthan Royals","Ish Sodhi",2018,135,5,138,"All","All",27,5.8695652173913
"Rajasthan Royals","Ish Sodhi",2019,67,4,43,"All","All",16.75,9.34883720930233
"Rajasthan Royals","Jacob Oram",2011,45,1,24,"All","All",45,11.25
"Rajasthan Royals","James Faulkner",2013,427,28,379,"All","All",15.25,6.7598944591029
"Rajasthan Royals","James Faulkner",2014,419,11,258,"All","All",38.0909090909091,9.74418604651163
"Rajasthan Royals","James Faulkner",2015,426,8,270,"All","All",53.25,9.46666666666667
"Rajasthan Royals","James Neesham",2022,29,0,18,"All","All",Inf,9.66666666666667
"Rajasthan Royals","Jaydev Unadkat",2018,486,11,302,"All","All",44.1818181818182,9.65562913907285
"Rajasthan Royals","Jaydev Unadkat",2019,398,10,224,"All","All",39.8,10.6607142857143
"Rajasthan Royals","Jaydev Unadkat",2020,228,4,138,"All","All",57,9.91304347826087
"Rajasthan Royals","Jaydev Unadkat",2021,168,4,132,"All","All",42,7.63636363636364
"Rajasthan Royals","Jofra Archer",2018,325,15,233,"All","All",21.6666666666667,8.36909871244635
"Rajasthan Royals","Jofra Archer",2019,291,11,258,"All","All",26.4545454545455,6.76744186046512
"Rajasthan Royals","Jofra Archer",2020,365,20,334,"All","All",18.25,6.55688622754491
"Rajasthan Royals","Johan Botha",2009,74,3,72,"All","All",24.6666666666667,6.16666666666667
"Rajasthan Royals","Johan Botha",2011,239,7,216,"All","All",34.1428571428571,6.63888888888889
"Rajasthan Royals","Johan Botha",2012,297,9,246,"All","All",33,7.24390243902439
"Rajasthan Royals","Kamran Khan",2009,124,6,106,"All","All",20.6666666666667,7.0188679245283
"Rajasthan Royals","Kamran Khan",2010,53,3,36,"All","All",17.6666666666667,8.83333333333333
"Rajasthan Royals","Kane Richardson",2014,206,9,162,"All","All",22.8888888888889,7.62962962962963
"Rajasthan Royals","Kartik Tyagi",2020,367,9,229,"All","All",40.7777777777778,9.61572052401747
"Rajasthan Royals","Kartik Tyagi",2021,124,4,84,"All","All",31,8.85714285714286
"Rajasthan Royals","Kevon Cooper",2012,174,10,144,"All","All",17.4,7.25
"Rajasthan Royals","Kevon Cooper",2013,449,19,324,"All","All",23.6315789473684,8.31481481481481
"Rajasthan Royals","Kevon Cooper",2014,134,4,108,"All","All",33.5,7.44444444444444
"Rajasthan Royals","Krishnappa Gowtham",2018,312,11,240,"All","All",28.3636363636364,7.8
"Rajasthan Royals","Krishnappa Gowtham",2019,166,1,120,"All","All",166,8.3
"Rajasthan Royals","Kuldeep Sen",2022,237,8,151,"All","All",29.625,9.41721854304636
"Rajasthan Royals","Kuldip Yadav",2021,16,0,12,"All","All",Inf,8
"Rajasthan Royals","Lee Carseldine",2009,6,1,6,"All","All",6,6
"Rajasthan Royals","Liam Livingstone",2019,13,0,6,"All","All",Inf,13
"Rajasthan Royals","Mahipal Lomror",2018,27,0,18,"All","All",Inf,9
"Rajasthan Royals","Mahipal Lomror",2021,47,1,42,"All","All",47,6.71428571428571
"Rajasthan Royals","Mayank Markande",2021,26,0,18,"All","All",Inf,8.66666666666667
"Rajasthan Royals","Morne Morkel",2009,40,0,42,"All","All",Inf,5.71428571428571
"Rajasthan Royals","Morne Morkel",2010,66,0,42,"All","All",Inf,9.42857142857143
"Rajasthan Royals","Munaf Patel",2008,420,14,330,"All","All",30,7.63636363636364
"Rajasthan Royals","Munaf Patel",2009,241,16,209,"All","All",15.0625,6.91866028708134
"Rajasthan Royals","Munaf Patel",2010,118,3,78,"All","All",39.3333333333333,9.07692307692308
"Rajasthan Royals","Mustafizur Rahman",2021,436,14,311,"All","All",31.1428571428571,8.41157556270096
"Rajasthan Royals","Nathan Coulter-Nile",2022,48,0,18,"All","All",Inf,16
"Rajasthan Royals","Navdeep Saini",2022,72,3,36,"All","All",24,12
"Rajasthan Royals","Nayan Doshi",2011,62,1,32,"All","All",62,11.625
"Rajasthan Royals","Obed McCoy",2022,237,11,155,"All","All",21.5454545454545,9.1741935483871
"Rajasthan Royals","Oshane Thomas",2019,79,5,60,"All","All",15.8,7.9
"Rajasthan Royals","Pankaj Singh",2008,129,0,72,"All","All",Inf,10.75
"Rajasthan Royals","Pankaj Singh",2011,23,0,12,"All","All",Inf,11.5
"Rajasthan Royals","Pankaj Singh",2012,170,7,126,"All","All",24.2857142857143,8.09523809523809
"Rajasthan Royals","Prasidh Krishna",2022,551,19,399,"All","All",29,8.28571428571428
"Rajasthan Royals","Pravin Tambe",2013,88,1,66,"All","All",88,8
"Rajasthan Royals","Pravin Tambe",2014,356,15,294,"All","All",23.7333333333333,7.26530612244898
"Rajasthan Royals","Pravin Tambe",2015,266,7,204,"All","All",38,7.82352941176471
"Rajasthan Royals","Rahul Shukla",2013,79,3,48,"All","All",26.3333333333333,9.875
"Rajasthan Royals","Rahul Tewatia",2014,59,2,54,"All","All",29.5,6.55555555555556
"Rajasthan Royals","Rahul Tewatia",2015,31,1,18,"All","All",31,10.3333333333333
"Rajasthan Royals","Rahul Tewatia",2020,326,10,276,"All","All",32.6,7.08695652173913
"Rajasthan Royals","Rahul Tewatia",2021,340,8,222,"All","All",42.5,9.18918918918919
"Rajasthan Royals","Rajat Bhatia",2014,283,12,228,"All","All",23.5833333333333,7.44736842105263
"Rajasthan Royals","Rajat Bhatia",2015,46,0,30,"All","All",Inf,9.2
"Rajasthan Royals","Ravichandran Ashwin",2022,503,12,402,"All","All",41.9166666666667,7.50746268656716
"Rajasthan Royals","Ravindra Jadeja",2008,21,0,13,"All","All",Inf,9.69230769230769
"Rajasthan Royals","Ravindra Jadeja",2009,151,6,140,"All","All",25.1666666666667,6.47142857142857
"Rajasthan Royals","Riyan Parag",2019,121,2,84,"All","All",60.5,8.64285714285714
"Rajasthan Royals","Riyan Parag",2020,27,0,12,"All","All",Inf,13.5
"Rajasthan Royals","Riyan Parag",2021,73,1,37,"All","All",73,11.8378378378378
"Rajasthan Royals","Riyan Parag",2022,59,1,24,"All","All",59,14.75
"Rajasthan Royals","Ross Taylor",2011,11,0,6,"All","All",Inf,11
"Rajasthan Royals","Rusty Theron",2015,40,1,24,"All","All",40,10
"Rajasthan Royals","Samuel Badree",2013,34,0,24,"All","All",Inf,8.5
"Rajasthan Royals","Shane Harwood",2009,73,3,60,"All","All",24.3333333333333,7.3
"Rajasthan Royals","Shane Warne",2008,404,19,312,"All","All",21.2631578947368,7.76923076923077
