"Striker","Season","Bowler","Runs","Dismissed","Balls","Run_Out","Stadium","Bowling_Team","Batting_Team","Average","Strike_Rate"
"Abhishek Nayar",2009,"Brad Hodge",7,1,5,0,"All","All","All",7,140
"Abhishek Nayar",2009,"Chris Gayle",2,0,6,0,"All","All","All",Inf,33.3333333333333
"Abhishek Nayar",2009,"Dillon du Preez",12,0,5,0,"All","All","All",Inf,240
"Abhishek Nayar",2009,"Dirk Nannes",5,0,2,0,"All","All","All",Inf,250
"Abhishek Nayar",2009,"Fidel Edwards",0,1,1,0,"All","All","All",0,0
"Abhishek Nayar",2009,"Irfan Pathan",4,1,5,0,"All","All","All",4,80
"Abhishek Nayar",2009,"Jacob Oram",0,1,1,0,"All","All","All",0,0
"Abhishek Nayar",2009,"Joginder Sharma",1,0,1,0,"All","All","All",Inf,100
"Abhishek Nayar",2009,"Johan Botha",16,1,7,1,"All","All","All",16,228.571428571429
"Abhishek Nayar",2009,"Karan Goel",7,0,4,0,"All","All","All",Inf,175
"Abhishek Nayar",2009,"Lakshmipathy Balaji",4,0,5,0,"All","All","All",Inf,80
"Abhishek Nayar",2009,"Laxmi Shukla",3,0,2,0,"All","All","All",Inf,150
"Abhishek Nayar",2009,"Munaf Patel",13,0,5,0,"All","All","All",Inf,260
"Abhishek Nayar",2009,"Murali Kartik",0,0,1,0,"All","All","All",NA,0
"Abhishek Nayar",2009,"Muthiah Muralidaran",5,0,8,0,"All","All","All",Inf,62.5
"Abhishek Nayar",2009,"Piyush Chawla",2,0,3,0,"All","All","All",Inf,66.6666666666667
"Abhishek Nayar",2009,"Pradeep Sangwan",2,0,5,0,"All","All","All",Inf,40
"Abhishek Nayar",2009,"Pragyan Ojha",1,0,1,0,"All","All","All",Inf,100
"Abhishek Nayar",2009,"Rajat Bhatia",9,0,10,0,"All","All","All",Inf,90
"Abhishek Nayar",2009,"Ramesh Powar",2,0,3,0,"All","All","All",Inf,66.6666666666667
"Abhishek Nayar",2009,"Ravindra Jadeja",2,0,1,0,"All","All","All",Inf,200
"Abhishek Nayar",2009,"Roelof van der Merwe",4,0,8,0,"All","All","All",Inf,50
"Abhishek Nayar",2009,"Rohit Sharma",0,1,3,0,"All","All","All",0,0
"Abhishek Nayar",2009,"Shadab Jakati",7,0,3,0,"All","All","All",Inf,233.333333333333
"Abhishek Nayar",2009,"Shane Warne",1,0,1,0,"All","All","All",Inf,100
"Abhishek Nayar",2009,"Siddharth Trivedi",3,0,4,0,"All","All","All",Inf,75
"Abhishek Nayar",2009,"Suresh Raina",10,0,8,0,"All","All","All",Inf,125
"Abhishek Nayar",2009,"Thilan Thushara",9,0,4,0,"All","All","All",Inf,225
"Abhishek Nayar",2009,"Tirumalasetti Suman",1,0,1,0,"All","All","All",Inf,100
"Abhishek Nayar",2009,"Venugopal Rao",9,0,4,0,"All","All","All",Inf,225
"Abhishek Nayar",2009,"Vinay Kumar",13,0,7,0,"All","All","All",Inf,185.714285714286
"Abhishek Nayar",2010,"Albie Morkel",2,0,3,0,"All","All","All",Inf,66.6666666666667
"Abhishek Nayar",2010,"Anil Kumble",3,0,3,0,"All","All","All",Inf,100
"Abhishek Nayar",2010,"Dale Steyn",3,0,4,0,"All","All","All",Inf,75
"Abhishek Nayar",2010,"Doug Bollinger",2,0,3,0,"All","All","All",Inf,66.6666666666667
"Abhishek Nayar",2010,"Jacques Kallis",6,0,4,0,"All","All","All",Inf,150
"Abhishek Nayar",2010,"Kevin Pietersen",4,1,4,0,"All","All","All",4,100
"Abhishek Nayar",2010,"Muthiah Muralidaran",5,0,10,0,"All","All","All",Inf,50
"Abhishek Nayar",2010,"Praveen Kumar",9,0,6,0,"All","All","All",Inf,150
"Abhishek Nayar",2010,"Ravichandran Ashwin",5,0,3,0,"All","All","All",Inf,166.666666666667
"Abhishek Nayar",2010,"Shadab Jakati",13,0,5,0,"All","All","All",Inf,260
"Abhishek Nayar",2010,"Suresh Raina",0,1,2,1,"All","All","All",0,0
"Abhishek Nayar",2010,"Vinay Kumar",6,0,4,0,"All","All","All",Inf,150
"Abhishek Nayar",2011,"Abu Nechim",2,0,2,0,"All","All","All",Inf,100
"Abhishek Nayar",2011,"Ajit Agarkar",7,0,6,0,"All","All","All",Inf,116.666666666667
"Abhishek Nayar",2011,"Alfonso Thomas",0,0,2,0,"All","All","All",NA,0
"Abhishek Nayar",2011,"Amit Mishra",1,0,4,0,"All","All","All",Inf,25
"Abhishek Nayar",2011,"Dan Christian",10,0,7,0,"All","All","All",Inf,142.857142857143
"Abhishek Nayar",2011,"Harbhajan Singh",7,1,4,0,"All","All","All",7,175
"Abhishek Nayar",2011,"Iqbal Abdulla",0,0,1,0,"All","All","All",NA,0
"Abhishek Nayar",2011,"Ishant Sharma",3,0,2,0,"All","All","All",Inf,150
"Abhishek Nayar",2011,"James Hopes",1,0,2,0,"All","All","All",Inf,50
"Abhishek Nayar",2011,"Jean-Paul Duminy",2,0,3,0,"All","All","All",Inf,66.6666666666667
"Abhishek Nayar",2011,"Jesse Ryder",2,1,7,0,"All","All","All",2,28.5714285714286
"Abhishek Nayar",2011,"Kieron Pollard",5,0,3,0,"All","All","All",Inf,166.666666666667
"Abhishek Nayar",2011,"Morne Morkel",4,0,2,0,"All","All","All",Inf,200
"Abhishek Nayar",2011,"Murali Kartik",5,0,4,0,"All","All","All",Inf,125
"Abhishek Nayar",2011,"Pragyan Ojha",0,1,1,0,"All","All","All",0,0
"Abhishek Nayar",2011,"Shane Watson",1,1,3,1,"All","All","All",1,33.3333333333333
"Abhishek Nayar",2011,"Sreenath Aravind",0,1,3,0,"All","All","All",0,0
"Abhishek Nayar",2011,"Tim Southee",0,1,1,0,"All","All","All",0,0
"Abhishek Nayar",2011,"Varun Aaron",5,0,3,0,"All","All","All",Inf,166.666666666667
"Abhishek Nayar",2011,"Wayne Parnell",5,0,5,0,"All","All","All",Inf,100
"Abhishek Nayar",2011,"Yusuf Pathan",0,0,1,0,"All","All","All",NA,0
"Abhishek Nayar",2011,"Zaheer Khan",1,0,1,0,"All","All","All",Inf,100
"Abhishek Nayar",2012,"Ashish Nehra",2,1,6,0,"All","All","All",2,33.3333333333333
"Abhishek Nayar",2012,"Brad Hodge",3,0,4,0,"All","All","All",Inf,75
"Abhishek Nayar",2012,"Daniel Vettori",1,0,1,0,"All","All","All",Inf,100
"Abhishek Nayar",2012,"Jesse Ryder",14,0,10,0,"All","All","All",Inf,140
"Abhishek Nayar",2012,"Johan Botha",3,0,2,0,"All","All","All",Inf,150
"Abhishek Nayar",2012,"Kevon Cooper",7,1,6,0,"All","All","All",7,116.666666666667
"Abhishek Nayar",2012,"Marlon Samuels",1,0,2,0,"All","All","All",Inf,50
"Abhishek Nayar",2012,"Murali Kartik",6,0,8,0,"All","All","All",Inf,75
"Abhishek Nayar",2012,"Rahul Sharma",1,0,2,0,"All","All","All",Inf,50
"Abhishek Nayar",2012,"Shane Watson",1,0,1,0,"All","All","All",Inf,100
"Abhishek Nayar",2012,"Shaun Tait",1,0,2,0,"All","All","All",Inf,50
"Abhishek Nayar",2012,"Siddharth Trivedi",2,0,2,0,"All","All","All",Inf,100
"Abhishek Nayar",2012,"Stuart Binny",2,0,1,0,"All","All","All",Inf,200
"Abhishek Nayar",2012,"Zaheer Khan",1,1,2,1,"All","All","All",1,50
"Abhishek Nayar",2013,"Abu Nechim",1,1,2,0,"All","All","All",1,50
"Abhishek Nayar",2013,"Amit Mishra",7,1,5,0,"All","All","All",7,140
"Abhishek Nayar",2013,"Ashish Reddy",7,0,3,0,"All","All","All",Inf,233.333333333333
"Abhishek Nayar",2013,"Azhar Mahmood",8,0,7,0,"All","All","All",Inf,114.285714285714
"Abhishek Nayar",2013,"Dale Steyn",2,0,3,0,"All","All","All",Inf,66.6666666666667
"Abhishek Nayar",2013,"Dwayne Bravo",0,0,1,0,"All","All","All",NA,0
"Abhishek Nayar",2013,"Glenn Maxwell",1,0,2,0,"All","All","All",Inf,50
"Abhishek Nayar",2013,"Harbhajan Singh",2,0,2,0,"All","All","All",Inf,100
"Abhishek Nayar",2013,"Ishant Sharma",3,0,3,0,"All","All","All",Inf,100
"Abhishek Nayar",2013,"Lasith Malinga",7,1,8,0,"All","All","All",7,87.5
"Abhishek Nayar",2013,"Mitchell Johnson",5,0,6,0,"All","All","All",Inf,83.3333333333333
"Abhishek Nayar",2013,"Mohit Sharma",2,0,3,0,"All","All","All",Inf,66.6666666666667
"Abhishek Nayar",2013,"Murali Kartik",0,1,1,0,"All","All","All",0,0
"Abhishek Nayar",2013,"Parvinder Awana",1,0,4,0,"All","All","All",Inf,25
"Abhishek Nayar",2013,"Piyush Chawla",10,0,8,0,"All","All","All",Inf,125
"Abhishek Nayar",2013,"Pragyan Ojha",1,0,1,0,"All","All","All",Inf,100
"Abhishek Nayar",2013,"Praveen Kumar",3,0,4,0,"All","All","All",Inf,75
"Abhishek Nayar",2013,"Ravichandran Ashwin",0,1,1,1,"All","All","All",0,0
"Abhishek Nayar",2013,"Ryan Harris",5,0,5,0,"All","All","All",Inf,100
"Abhishek Nayar",2013,"Thisara Perera",0,1,2,0,"All","All","All",0,0
"Abhishek Nayar",2013,"Vinay Kumar",1,0,2,0,"All","All","All",Inf,50
"Abhishek Nayar",2014,"Ashok Dinda",2,0,7,0,"All","All","All",Inf,28.5714285714286
"Abhishek Nayar",2014,"Axar Patel",1,0,3,0,"All","All","All",Inf,33.3333333333333
"Abhishek Nayar",2014,"Ben Hilfenhaus",5,0,4,0,"All","All","All",Inf,125
"Abhishek Nayar",2014,"Dale Steyn",4,1,3,0,"All","All","All",4,133.333333333333
"Abhishek Nayar",2014,"Ishwar Pandey",0,1,3,1,"All","All","All",0,0
"Abhishek Nayar",2014,"Mitchell Johnson",11,0,9,0,"All","All","All",Inf,122.222222222222
"Abhishek Nayar",2014,"Murali Kartik",0,1,1,0,"All","All","All",0,0
"Abhishek Nayar",2014,"Parvinder Awana",11,0,7,0,"All","All","All",Inf,157.142857142857
"Abhishek Nayar",2014,"Ravi Rampaul",5,0,6,0,"All","All","All",Inf,83.3333333333333
"Abhishek Nayar",2014,"Yuzvendra Chahal",4,0,4,0,"All","All","All",Inf,100
"Abhishek Raut",2009,"Amit Mishra",6,1,6,0,"All","All","All",6,100
"Abhishek Raut",2009,"Anureet Singh",19,0,9,0,"All","All","All",Inf,211.111111111111
"Abhishek Raut",2009,"Chris Gayle",2,0,4,0,"All","All","All",Inf,50
"Abhishek Raut",2009,"Dwayne Smith",5,0,2,0,"All","All","All",Inf,250
"Abhishek Raut",2009,"Farveez Maharoof",5,0,7,0,"All","All","All",Inf,71.4285714285714
"Abhishek Raut",2009,"Fidel Edwards",7,0,4,0,"All","All","All",Inf,175
"Abhishek Raut",2009,"Irfan Pathan",1,0,1,0,"All","All","All",Inf,100
"Abhishek Raut",2009,"Piyush Chawla",1,1,3,0,"All","All","All",1,33.3333333333333
"Abhishek Raut",2009,"Pragyan Ojha",9,0,6,0,"All","All","All",Inf,150
"Abhishek Raut",2009,"RP Singh",4,0,3,0,"All","All","All",Inf,133.333333333333
"Abhishek Raut",2009,"Rohit Sharma",1,1,2,0,"All","All","All",1,50
"Abhishek Raut",2009,"Shadab Jakati",0,1,1,0,"All","All","All",0,0
"Abhishek Raut",2009,"Shoaib Ahmed",4,0,5,0,"All","All","All",Inf,80
"Abhishek Raut",2009,"Suresh Raina",7,0,4,0,"All","All","All",Inf,175
"Abhishek Raut",2009,"Venugopal Rao",7,0,3,0,"All","All","All",Inf,233.333333333333
"Abhishek Raut",2009,"Vikram Singh",0,0,1,0,"All","All","All",NA,0
"Abhishek Raut",2010,"Anil Kumble",2,0,3,0,"All","All","All",Inf,66.6666666666667
"Abhishek Raut",2010,"Ashok Dinda",1,0,1,0,"All","All","All",Inf,100
"Abhishek Raut",2010,"Dale Steyn",2,0,4,0,"All","All","All",Inf,50
"Abhishek Raut",2010,"Dhawal Kulkarni",1,0,2,0,"All","All","All",Inf,50
"Abhishek Raut",2010,"Doug Bollinger",1,0,2,0,"All","All","All",Inf,50
"Abhishek Raut",2010,"Harbhajan Singh",2,0,2,0,"All","All","All",Inf,100
"Abhishek Raut",2010,"Harmeet Singh",0,1,3,0,"All","All","All",0,0
"Abhishek Raut",2010,"Jacques Kallis",3,0,2,0,"All","All","All",Inf,150
"Abhishek Raut",2010,"Jaydev Unadkat",1,1,3,0,"All","All","All",1,33.3333333333333
"Abhishek Raut",2010,"Kieron Pollard",1,0,1,0,"All","All","All",Inf,100
"Abhishek Raut",2010,"Lasith Malinga",8,0,7,0,"All","All","All",Inf,114.285714285714
"Abhishek Raut",2010,"Pankaj Singh",2,0,2,0,"All","All","All",Inf,100
"Abhishek Raut",2010,"Sudeep Tyagi",1,0,2,0,"All","All","All",Inf,50
"Abhishek Raut",2010,"Vinay Kumar",23,0,9,0,"All","All","All",Inf,255.555555555556
"Abhishek Raut",2010,"Zaheer Khan",8,0,5,0,"All","All","All",Inf,160
"Abhishek Raut",2011,"Abhishek Nayar",2,0,4,0,"All","All","All",Inf,50
"Abhishek Raut",2011,"Bhargav Bhatt",1,1,2,0,"All","All","All",1,50
"Abhishek Raut",2011,"Charl Langeveldt",1,0,2,0,"All","All","All",Inf,50
"Abhishek Raut",2011,"Chris Gayle",2,0,4,0,"All","All","All",Inf,50
"Abhishek Raut",2011,"Doug Bollinger",5,0,4,0,"All","All","All",Inf,125
"Abhishek Raut",2011,"Dwayne Bravo",8,0,4,0,"All","All","All",Inf,200
"Abhishek Raut",2011,"Iqbal Abdulla",2,0,7,0,"All","All","All",Inf,28.5714285714286
"Abhishek Raut",2011,"Lakshmipathy Balaji",7,0,4,0,"All","All","All",Inf,175
"Abhishek Raut",2011,"Piyush Chawla",2,0,3,0,"All","All","All",Inf,66.6666666666667
"Abhishek Raut",2011,"Rajat Bhatia",2,1,4,1,"All","All","All",2,50
"Abhishek Raut",2011,"Ravichandran Ashwin",3,1,2,1,"All","All","All",3,150
"Abhishek Raut",2011,"Ryan Harris",9,0,6,0,"All","All","All",Inf,150
"Abhishek Raut",2011,"Ryan McLaren",11,0,6,0,"All","All","All",Inf,183.333333333333
"Abhishek Raut",2011,"Shadab Jakati",3,0,4,0,"All","All","All",Inf,75
"Abhishek Raut",2011,"Zaheer Khan",2,0,2,0,"All","All","All",Inf,100
"Abhishek Sharma",2018,"Ben Cutting",1,0,2,0,"All","All","All",Inf,50
"Abhishek Sharma",2018,"Jasprit Bumrah",3,0,3,0,"All","All","All",Inf,100
"Abhishek Sharma",2018,"Krunal Pandya",1,0,1,0,"All","All","All",Inf,100
"Abhishek Sharma",2018,"Mohammed Siraj",23,0,11,0,"All","All","All",Inf,209.090909090909
"Abhishek Sharma",2018,"Mustafizur Rahman",10,0,4,0,"All","All","All",Inf,250
"Abhishek Sharma",2018,"Ravindra Jadeja",1,0,1,0,"All","All","All",Inf,100
"Abhishek Sharma",2018,"Shardul Thakur",1,1,3,0,"All","All","All",1,33.3333333333333
"Abhishek Sharma",2018,"Tim Southee",23,0,8,0,"All","All","All",Inf,287.5
"Abhishek Sharma",2019,"Arshdeep Singh",5,0,3,0,"All","All","All",Inf,166.666666666667
"Abhishek Sharma",2019,"Chris Morris",1,1,2,0,"All","All","All",1,50
"Abhishek Sharma",2019,"Hardik Pandya",0,1,1,0,"All","All","All",0,0
"Abhishek Sharma",2019,"Kagiso Rabada",1,0,1,0,"All","All","All",Inf,100
"Abhishek Sharma",2019,"Krunal Pandya",2,0,2,0,"All","All","All",Inf,100
"Abhishek Sharma",2020,"Andre Russell",2,0,3,0,"All","All","All",Inf,66.6666666666667
"Abhishek Sharma",2020,"Arshdeep Singh",11,0,4,0,"All","All","All",Inf,275
"Abhishek Sharma",2020,"Deepak Chahar",5,1,3,0,"All","All","All",5,166.666666666667
"Abhishek Sharma",2020,"Dwayne Bravo",6,0,4,0,"All","All","All",Inf,150
"Abhishek Sharma",2020,"James Pattinson",2,0,2,0,"All","All","All",Inf,100
"Abhishek Sharma",2020,"Jasprit Bumrah",1,1,4,0,"All","All","All",1,25
"Abhishek Sharma",2020,"Kagiso Rabada",1,0,1,0,"All","All","All",Inf,100
"Abhishek Sharma",2020,"Krunal Pandya",4,0,3,0,"All","All","All",Inf,133.333333333333
"Abhishek Sharma",2020,"Mohammed Shami",1,1,2,0,"All","All","All",1,50
"Abhishek Sharma",2020,"Navdeep Saini",6,1,2,0,"All","All","All",6,300
"Abhishek Sharma",2020,"Piyush Chawla",5,0,5,0,"All","All","All",Inf,100
"Abhishek Sharma",2020,"Ravindra Jadeja",12,0,9,0,"All","All","All",Inf,133.333333333333
"Abhishek Sharma",2020,"Sam Curran",1,0,1,0,"All","All","All",Inf,100
"Abhishek Sharma",2020,"Shardul Thakur",2,0,2,0,"All","All","All",Inf,100
"Abhishek Sharma",2020,"Shivam Dube",2,1,2,1,"All","All","All",2,100
"Abhishek Sharma",2020,"Trent Boult",3,0,4,0,"All","All","All",Inf,75
"Abhishek Sharma",2020,"Washington Sundar",2,0,3,0,"All","All","All",Inf,66.6666666666667
"Abhishek Sharma",2020,"Yuzvendra Chahal",5,0,2,0,"All","All","All",Inf,250
"Abhishek Sharma",2021,"Amit Mishra",3,0,2,0,"All","All","All",Inf,150
"Abhishek Sharma",2021,"Avesh Khan",2,0,3,0,"All","All","All",Inf,66.6666666666667
"Abhishek Sharma",2021,"Axar Patel",0,1,1,0,"All","All","All",0,0
"Abhishek Sharma",2021,"Chetan Sakariya",13,0,8,0,"All","All","All",Inf,162.5
"Abhishek Sharma",2021,"Chris Morris",6,0,4,0,"All","All","All",Inf,150
"Abhishek Sharma",2021,"Dwayne Bravo",2,0,3,0,"All","All","All",Inf,66.6666666666667
"Abhishek Sharma",2021,"George Garton",12,1,5,0,"All","All","All",12,240
"Abhishek Sharma",2021,"James Neesham",3,1,3,0,"All","All","All",3,100
"Abhishek Sharma",2021,"Jasprit Bumrah",4,0,3,0,"All","All","All",Inf,133.333333333333
"Abhishek Sharma",2021,"Josh Hazlewood",6,1,4,0,"All","All","All",6,150
"Abhishek Sharma",2021,"Moeen Ali",1,0,1,0,"All","All","All",Inf,100
"Abhishek Sharma",2021,"Mohammed Siraj",1,0,5,0,"All","All","All",Inf,20
"Abhishek Sharma",2021,"Mustafizur Rahman",2,0,4,0,"All","All","All",Inf,50
"Abhishek Sharma",2021,"Nathan Coulter-Nile",12,0,4,0,"All","All","All",Inf,300
"Abhishek Sharma",2021,"Piyush Chawla",7,0,2,0,"All","All","All",Inf,350
"Abhishek Sharma",2021,"Rahul Chahar",2,1,4,0,"All","All","All",2,50
"Abhishek Sharma",2021,"Ravindra Jadeja",2,0,2,0,"All","All","All",Inf,100
"Abhishek Sharma",2021,"Shakib Al Hasan",2,1,4,0,"All","All","All",2,50
"Abhishek Sharma",2021,"Shardul Thakur",7,0,3,0,"All","All","All",Inf,233.333333333333
"Abhishek Sharma",2021,"Sunil Narine",4,0,6,0,"All","All","All",Inf,66.6666666666667
"Abhishek Sharma",2021,"Trent Boult",7,0,4,0,"All","All","All",Inf,175
"Abhishek Sharma",2022,"Alzarri Joseph",10,1,6,0,"All","All","All",10,166.666666666667
"Abhishek Sharma",2022,"Andre Russell",5,0,3,0,"All","All","All",Inf,166.666666666667
"Abhishek Sharma",2022,"Andrew Tye",5,0,3,0,"All","All","All",Inf,166.666666666667
"Abhishek Sharma",2022,"Arshdeep Singh",12,0,11,0,"All","All","All",Inf,109.090909090909
"Abhishek Sharma",2022,"Avesh Khan",0,1,3,0,"All","All","All",0,0
"Abhishek Sharma",2022,"Chris Jordan",10,0,7,0,"All","All","All",Inf,142.857142857143
"Abhishek Sharma",2022,"Daniel Sams",2,1,6,0,"All","All","All",2,33.3333333333333
"Abhishek Sharma",2022,"Darshan Nalkande",5,0,4,0,"All","All","All",Inf,125
"Abhishek Sharma",2022,"Dwayne Bravo",11,1,8,0,"All","All","All",11,137.5
"Abhishek Sharma",2022,"Glenn Maxwell",0,1,3,0,"All","All","All",0,0
"Abhishek Sharma",2022,"Hardik Pandya",2,0,4,0,"All","All","All",Inf,50
"Abhishek Sharma",2022,"Harpreet Brar",7,1,6,0,"All","All","All",7,116.666666666667
"Abhishek Sharma",2022,"Harshal Patel",9,1,5,0,"All","All","All",9,180
"Abhishek Sharma",2022,"Jason Holder",6,0,3,0,"All","All","All",Inf,200
"Abhishek Sharma",2022,"Josh Hazlewood",25,0,13,0,"All","All","All",Inf,192.307692307692
"Abhishek Sharma",2022,"Kagiso Rabada",11,0,6,0,"All","All","All",Inf,183.333333333333
"Abhishek Sharma",2022,"Khaleel Ahmed",4,1,3,0,"All","All","All",4,133.333333333333
"Abhishek Sharma",2022,"Krunal Pandya",2,0,2,0,"All","All","All",Inf,100
"Abhishek Sharma",2022,"Liam Livingstone",23,0,15,0,"All","All","All",Inf,153.333333333333
"Abhishek Sharma",2022,"Lockie Ferguson",25,0,13,0,"All","All","All",Inf,192.307692307692
"Abhishek Sharma",2022,"Maheesh Theekshana",25,0,15,0,"All","All","All",Inf,166.666666666667
"Abhishek Sharma",2022,"Mitchell Santner",11,0,5,0,"All","All","All",Inf,220
"Abhishek Sharma",2022,"Moeen Ali",2,0,2,0,"All","All","All",Inf,100
"Abhishek Sharma",2022,"Mohammed Shami",6,0,15,0,"All","All","All",Inf,40
"Abhishek Sharma",2022,"Mohammed Siraj",12,0,8,0,"All","All","All",Inf,150
"Abhishek Sharma",2022,"Mukesh Choudhary",31,1,20,0,"All","All","All",31,155
"Abhishek Sharma",2022,"Nathan Coulter-Nile",1,0,1,0,"All","All","All",Inf,100
"Abhishek Sharma",2022,"Nathan Ellis",4,0,1,0,"All","All","All",Inf,400
"Abhishek Sharma",2022,"Odean Smith",1,0,2,0,"All","All","All",Inf,50
"Abhishek Sharma",2022,"Pat Cummins",0,1,4,0,"All","All","All",0,0
"Abhishek Sharma",2022,"Prasidh Krishna",2,0,8,0,"All","All","All",Inf,25
"Abhishek Sharma",2022,"Rahul Chahar",5,1,6,0,"All","All","All",5,83.3333333333333
"Abhishek Sharma",2022,"Rashid Khan",47,1,23,0,"All","All","All",47,204.347826086957
"Abhishek Sharma",2022,"Ravichandran Ashwin",5,0,2,0,"All","All","All",Inf,250
"Abhishek Sharma",2022,"Ravindra Jadeja",14,0,10,0,"All","All","All",Inf,140
"Abhishek Sharma",2022,"Riley Meredith",7,0,4,0,"All","All","All",Inf,175
"Abhishek Sharma",2022,"Shardul Thakur",3,0,3,0,"All","All","All",Inf,100
"Abhishek Sharma",2022,"Simarjeet Singh",10,0,7,0,"All","All","All",Inf,142.857142857143
"Abhishek Sharma",2022,"Sunil Narine",23,0,9,0,"All","All","All",Inf,255.555555555556
"Abhishek Sharma",2022,"Tim Southee",10,0,6,0,"All","All","All",Inf,166.666666666667
"Abhishek Sharma",2022,"Trent Boult",1,0,7,0,"All","All","All",Inf,14.2857142857143
"Abhishek Sharma",2022,"Umesh Yadav",6,0,11,0,"All","All","All",Inf,54.5454545454545
"Abhishek Sharma",2022,"Vaibhav Arora",11,0,10,0,"All","All","All",Inf,110
"Abhishek Sharma",2022,"Varun Chakravarthy",2,1,5,0,"All","All","All",2,40
"Abhishek Sharma",2022,"Wanindu Hasaranga de Silva",1,0,2,0,"All","All","All",Inf,50
"Abhishek Sharma",2022,"Yash Dayal",12,0,9,0,"All","All","All",Inf,133.333333333333
"Abhishek Sharma",2022,"Yuzvendra Chahal",0,1,1,0,"All","All","All",0,0
"Abu Nechim",2010,"Doug Bollinger",1,0,1,0,"All","All","All",Inf,100
"Abu Nechim",2010,"Suresh Raina",3,0,6,0,"All","All","All",Inf,50
"Abu Nechim",2011,"Abhimanyu Mithun",12,0,5,0,"All","All","All",Inf,240
"Abu Nechim",2011,"Jamaluddin Syed Mohammad",3,0,2,0,"All","All","All",Inf,150
"Abu Nechim",2011,"Zaheer Khan",3,0,6,0,"All","All","All",Inf,50
"Abu Nechim",2014,"David Hussey",4,0,1,0,"All","All","All",Inf,400
"Abu Nechim",2015,"Bhuvneshwar Kumar",0,1,1,0,"All","All","All",0,0
"Abu Nechim",2015,"Kieron Pollard",1,0,1,0,"All","All","All",Inf,100
"Abu Nechim",2015,"Morne Morkel",5,0,2,0,"All","All","All",Inf,250
"Abu Nechim",2015,"Trent Boult",4,0,1,0,"All","All","All",Inf,400
"Adam Gilchrist",2008,"Abhishek Nayar",19,0,4,0,"All","All","All",Inf,475
"Adam Gilchrist",2008,"Ajit Agarkar",16,0,6,0,"All","All","All",Inf,266.666666666667
"Adam Gilchrist",2008,"Albie Morkel",8,1,7,0,"All","All","All",8,114.285714285714
"Adam Gilchrist",2008,"Anil Kumble",4,0,8,0,"All","All","All",Inf,50
"Adam Gilchrist",2008,"Ashish Nehra",24,0,18,0,"All","All","All",Inf,133.333333333333
"Adam Gilchrist",2008,"Ashok Dinda",19,1,16,0,"All","All","All",19,118.75
"Adam Gilchrist",2008,"Balachandra Akhil",23,0,8,0,"All","All","All",Inf,287.5
"Adam Gilchrist",2008,"Dale Steyn",9,0,14,0,"All","All","All",Inf,64.2857142857143
"Adam Gilchrist",2008,"Dhawal Kulkarni",8,0,6,0,"All","All","All",Inf,133.333333333333
"Adam Gilchrist",2008,"Dilhara Fernando",0,1,2,0,"All","All","All",0,0
"Adam Gilchrist",2008,"Dwayne Bravo",17,0,9,0,"All","All","All",Inf,188.888888888889
"Adam Gilchrist",2008,"Gagandeep Singh",10,0,5,0,"All","All","All",Inf,200
"Adam Gilchrist",2008,"Glenn McGrath",5,1,7,0,"All","All","All",5,71.4285714285714
"Adam Gilchrist",2008,"Irfan Pathan",1,1,2,0,"All","All","All",1,50
"Adam Gilchrist",2008,"Ishant Sharma",10,0,10,0,"All","All","All",Inf,100
"Adam Gilchrist",2008,"Jacques Kallis",11,0,6,0,"All","All","All",Inf,183.333333333333
"Adam Gilchrist",2008,"Joginder Sharma",6,0,5,0,"All","All","All",Inf,120
"Adam Gilchrist",2008,"Makhaya Ntini",25,0,12,0,"All","All","All",Inf,208.333333333333
"Adam Gilchrist",2008,"Manpreet Gony",15,1,17,0,"All","All","All",15,88.2352941176471
"Adam Gilchrist",2008,"Mohammad Asif",17,1,11,0,"All","All","All",17,154.545454545455
"Adam Gilchrist",2008,"Mohammad Hafeez",1,0,4,0,"All","All","All",Inf,25
"Adam Gilchrist",2008,"Munaf Patel",29,0,19,0,"All","All","All",Inf,152.631578947368
"Adam Gilchrist",2008,"Murali Kartik",1,1,3,0,"All","All","All",1,33.3333333333333
"Adam Gilchrist",2008,"Muthiah Muralidaran",5,0,3,0,"All","All","All",Inf,166.666666666667
"Adam Gilchrist",2008,"Piyush Chawla",4,0,8,0,"All","All","All",Inf,50
"Adam Gilchrist",2008,"Ramesh Powar",6,1,10,0,"All","All","All",6,60
"Adam Gilchrist",2008,"Sanath Jayasuriya",14,0,8,0,"All","All","All",Inf,175
"Adam Gilchrist",2008,"Shane Warne",4,0,4,0,"All","All","All",Inf,100
"Adam Gilchrist",2008,"Shane Watson",9,0,8,0,"All","All","All",Inf,112.5
"Adam Gilchrist",2008,"Shaun Pollock",27,0,8,0,"All","All","All",Inf,337.5
"Adam Gilchrist",2008,"Siddharth Chitnis",13,0,8,0,"All","All","All",Inf,162.5
"Adam Gilchrist",2008,"Siddharth Trivedi",2,1,6,0,"All","All","All",2,33.3333333333333
"Adam Gilchrist",2008,"Sohail Tanvir",20,0,12,0,"All","All","All",Inf,166.666666666667
"Adam Gilchrist",2008,"Sreesanth",12,0,11,0,"All","All","All",Inf,109.090909090909
"Adam Gilchrist",2008,"Vikram Singh",14,0,9,0,"All","All","All",Inf,155.555555555556
"Adam Gilchrist",2008,"Vinay Kumar",0,1,2,0,"All","All","All",0,0
